-6.081689835,145.3919983,Goroka Airport
-5.207079887,145.7890015,Madang Airport
-5.826789856,144.2960052,Mount Hagen Kagamuga Airport
-6.569803,146.725977,Nadzab Airport
-9.443380356,147.2200012,Port Moresby Jacksons International Airport
-3.583830118,143.6690063,Wewak International Airport
61.16049957,-45.42599869,Narsarsuaq Airport
64.19090271,-51.67810059,Godthaab / Nuuk Airport
67.0122219,-50.71160316,Kangerlussuaq Airport
76.53119659,-68.70320129,Thule Air Base
65.66000366,-18.0727005,Akureyri Airport
65.28330231,-14.40139961,Egilssta�ir Airport
64.295601,-15.2272,Hornafj�r�ur Airport
65.952301,-17.426001,H�sav�k Airport
66.05809784,-23.13529968,�safj�r�ur Airport
63.98500061,-22.60560036,Keflavik International Airport
65.555801,-23965,Patreksfj�r�ur Airport
64.12999725,-21.94059944,Reykjavik Airport
66.133301,-18.9167,Siglufj�r�ur Airport
63.42430115,-20.27890015,Vestmannaeyjar Airport
46.48500061,-84.50939941,Sault Ste Marie Airport
51.39189911,-56.08309937,St. Anthony Airport
49.079833,-125.775583,Tofino / Long Beach Airport
68.534401,-89.808098,Kugaaruk Airport
49.13249969,-68.20439911,Baie Comeau Airport
48.33060074,-70.99639893,CFB Bagotville
64.29889679,-96.07779694,Baker Lake Airport
49.95080185,-125.2710037,Campbell River Airport
49.91,-99.951897,Brandon Municipal Airport
69.10810089,-105.1380005,Cambridge Bay Airport
49.05497022,-123.8698626,Nanaimo Airport
49.29639816,-117.6320038,Castlegar/West Kootenay Regional Airport
47.007801,-65.449203,Miramichi Airport
47.990799,-66.330299,Charlo Airport
67.816704,-115.143997,Kugluktuk Airport
52.07500076,-111.4449997,Coronation Airport
49.15280151,-121.939003,Chilliwack Airport
70.48609924,-68.51670074,Clyde River Airport
64.19329834,-83.35939789,Coral Harbour Airport
64.04309845,-139.128006,Dawson City Airport
61.37110138,-139.0410004,Burwash Airport
49.21080017,-57.39139938,Deer Lake Airport
58.42219925,-130.0319977,Dease Lake Airport
51.10079956,-100.052002,Dauphin Barker Airport
55.74229813,-120.1829987,Dawson Creek Airport
53.30970001,-113.5800018,Edmonton International Airport
61.09420013,-94.07080078,Arviat Airport
49.21030045,-102.9660034,Estevan Airport
53.57889938,-116.4649963,Edson Airport
79.99469757,-85.81420136,Eureka Airport
68.30419922,-133.4830017,Inuvik Mike Zubko Airport
63.756402,-68.555801,Iqaluit Airport
45.8689003,-66.53720093,Fredericton Airport
48.74610138,-69.09719849,Forestville Airport
54.67810059,-101.6819992,Flin Flon Airport
